Albanian_BIN|Albanian, binary sort
Serbian_Cyrillic_100_BIN2|Serbian-Cyrillic-100, binary code point comparison sort
Serbian_Cyrillic_100_CI_AI|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Serbian_Cyrillic_100_CI_AI_WS|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Serbian_Cyrillic_100_CI_AI_KS|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Serbian_Cyrillic_100_CI_AI_KS_WS|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Serbian_Cyrillic_100_CI_AS|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Serbian_Cyrillic_100_CI_AS_WS|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Serbian_Cyrillic_100_CI_AS_KS|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Serbian_Cyrillic_100_CI_AS_KS_WS|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Serbian_Cyrillic_100_CS_AI|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Serbian_Cyrillic_100_CS_AI_WS|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Serbian_Cyrillic_100_CS_AI_KS|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Serbian_Cyrillic_100_CS_AI_KS_WS|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Serbian_Cyrillic_100_CS_AS|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Serbian_Cyrillic_100_CS_AS_WS|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Serbian_Cyrillic_100_CS_AS_KS|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Serbian_Cyrillic_100_CS_AS_KS_WS|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Serbian_Cyrillic_100_CI_AI_SC|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CI_AI_WS_SC|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Cyrillic_100_CI_AI_KS_SC|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CI_AI_KS_WS_SC|Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Serbian_Cyrillic_100_CI_AS_SC|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CI_AS_WS_SC|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Cyrillic_100_CI_AS_KS_SC|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CI_AS_KS_WS_SC|Serbian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Serbian_Cyrillic_100_CS_AI_SC|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CS_AI_WS_SC|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Cyrillic_100_CS_AI_KS_SC|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CS_AI_KS_WS_SC|Serbian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Serbian_Cyrillic_100_CS_AS_SC|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CS_AS_WS_SC|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Cyrillic_100_CS_AS_KS_SC|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Cyrillic_100_CS_AS_KS_WS_SC|Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Serbian_Latin_100_BIN|Serbian-Latin-100, binary sort
Serbian_Latin_100_BIN2|Serbian-Latin-100, binary code point comparison sort
Serbian_Latin_100_CI_AI|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Serbian_Latin_100_CI_AI_WS|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Serbian_Latin_100_CI_AI_KS|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Serbian_Latin_100_CI_AI_KS_WS|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Serbian_Latin_100_CI_AS|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Serbian_Latin_100_CI_AS_WS|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Serbian_Latin_100_CI_AS_KS|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Serbian_Latin_100_CI_AS_KS_WS|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Serbian_Latin_100_CS_AI|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Serbian_Latin_100_CS_AI_WS|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Serbian_Latin_100_CS_AI_KS|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Serbian_Latin_100_CS_AI_KS_WS|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Serbian_Latin_100_CS_AS|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Serbian_Latin_100_CS_AS_WS|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Serbian_Latin_100_CS_AS_KS|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Serbian_Latin_100_CS_AS_KS_WS|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Serbian_Latin_100_CI_AI_SC|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CI_AI_WS_SC|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Latin_100_CI_AI_KS_SC|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CI_AI_KS_WS_SC|Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Serbian_Latin_100_CI_AS_SC|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CI_AS_WS_SC|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Latin_100_CI_AS_KS_SC|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CI_AS_KS_WS_SC|Serbian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Serbian_Latin_100_CS_AI_SC|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CS_AI_WS_SC|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Latin_100_CS_AI_KS_SC|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CS_AI_KS_WS_SC|Serbian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Serbian_Latin_100_CS_AS_SC|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CS_AS_WS_SC|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Serbian_Latin_100_CS_AS_KS_SC|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Serbian_Latin_100_CS_AS_KS_WS_SC|Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovak_BIN|Slovak, binary sort
Slovak_BIN2|Slovak, binary code point comparison sort
Slovak_CI_AI|Slovak, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovak_CI_AI_WS|Slovak, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovak_CI_AI_KS|Slovak, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovak_CI_AI_KS_WS|Slovak, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovak_CI_AS|Slovak, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovak_CI_AS_WS|Slovak, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovak_CI_AS_KS|Slovak, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovak_CI_AS_KS_WS|Slovak, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovak_CS_AI|Slovak, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovak_CS_AI_WS|Slovak, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovak_CS_AI_KS|Slovak, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovak_CS_AI_KS_WS|Slovak, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovak_CS_AS|Slovak, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovak_CS_AS_WS|Slovak, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovak_CS_AS_KS|Slovak, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovak_CS_AS_KS_WS|Slovak, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovak_100_BIN|Slovak-100, binary sort
Slovak_100_BIN2|Slovak-100, binary code point comparison sort
Slovak_100_CI_AI|Slovak-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovak_100_CI_AI_WS|Slovak-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovak_100_CI_AI_KS|Slovak-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovak_100_CI_AI_KS_WS|Slovak-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovak_100_CI_AS|Slovak-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovak_100_CI_AS_WS|Slovak-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovak_100_CI_AS_KS|Slovak-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovak_100_CI_AS_KS_WS|Slovak-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovak_100_CS_AI|Slovak-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovak_100_CS_AI_WS|Slovak-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovak_100_CS_AI_KS|Slovak-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovak_100_CS_AI_KS_WS|Slovak-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovak_100_CS_AS|Slovak-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovak_100_CS_AS_WS|Slovak-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovak_100_CS_AS_KS|Slovak-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovak_100_CS_AS_KS_WS|Slovak-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovak_100_CI_AI_SC|Slovak-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovak_100_CI_AI_WS_SC|Slovak-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovak_100_CI_AI_KS_SC|Slovak-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovak_100_CI_AI_KS_WS_SC|Slovak-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovak_100_CI_AS_SC|Slovak-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovak_100_CI_AS_WS_SC|Slovak-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovak_100_CI_AS_KS_SC|Slovak-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovak_100_CI_AS_KS_WS_SC|Slovak-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovak_100_CS_AI_SC|Slovak-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovak_100_CS_AI_WS_SC|Slovak-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovak_100_CS_AI_KS_SC|Slovak-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovak_100_CS_AI_KS_WS_SC|Slovak-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovak_100_CS_AS_SC|Slovak-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovak_100_CS_AS_WS_SC|Slovak-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovak_100_CS_AS_KS_SC|Slovak-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovak_100_CS_AS_KS_WS_SC|Slovak-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovenian_BIN|Slovenian, binary sort
Slovenian_BIN2|Slovenian, binary code point comparison sort
Slovenian_CI_AI|Slovenian, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovenian_CI_AI_WS|Slovenian, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovenian_CI_AI_KS|Slovenian, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovenian_CI_AI_KS_WS|Slovenian, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovenian_CI_AS|Slovenian, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovenian_CI_AS_WS|Slovenian, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovenian_CI_AS_KS|Slovenian, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovenian_CI_AS_KS_WS|Slovenian, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovenian_CS_AI|Slovenian, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovenian_CS_AI_WS|Slovenian, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovenian_CS_AI_KS|Slovenian, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovenian_CS_AI_KS_WS|Slovenian, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovenian_CS_AS|Slovenian, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovenian_CS_AS_WS|Slovenian, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovenian_CS_AS_KS|Slovenian, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovenian_CS_AS_KS_WS|Slovenian, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovenian_100_BIN|Slovenian-100, binary sort
Slovenian_100_BIN2|Slovenian-100, binary code point comparison sort
Slovenian_100_CI_AI|Slovenian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovenian_100_CI_AI_WS|Slovenian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovenian_100_CI_AI_KS|Slovenian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovenian_100_CI_AI_KS_WS|Slovenian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovenian_100_CI_AS|Slovenian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovenian_100_CI_AS_WS|Slovenian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovenian_100_CI_AS_KS|Slovenian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovenian_100_CI_AS_KS_WS|Slovenian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovenian_100_CS_AI|Slovenian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Slovenian_100_CS_AI_WS|Slovenian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Slovenian_100_CS_AI_KS|Slovenian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Slovenian_100_CS_AI_KS_WS|Slovenian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Slovenian_100_CS_AS|Slovenian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Slovenian_100_CS_AS_WS|Slovenian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Slovenian_100_CS_AS_KS|Slovenian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Slovenian_100_CS_AS_KS_WS|Slovenian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Slovenian_100_CI_AI_SC|Slovenian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovenian_100_CI_AI_WS_SC|Slovenian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovenian_100_CI_AI_KS_SC|Slovenian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovenian_100_CI_AI_KS_WS_SC|Slovenian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovenian_100_CI_AS_SC|Slovenian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovenian_100_CI_AS_WS_SC|Slovenian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovenian_100_CI_AS_KS_SC|Slovenian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovenian_100_CI_AS_KS_WS_SC|Slovenian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovenian_100_CS_AI_SC|Slovenian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovenian_100_CS_AI_WS_SC|Slovenian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovenian_100_CS_AI_KS_SC|Slovenian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovenian_100_CS_AI_KS_WS_SC|Slovenian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Slovenian_100_CS_AS_SC|Slovenian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Slovenian_100_CS_AS_WS_SC|Slovenian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Slovenian_100_CS_AS_KS_SC|Slovenian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Slovenian_100_CS_AS_KS_WS_SC|Slovenian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_90_BIN|Syriac-90, binary sort
Syriac_90_BIN2|Syriac-90, binary code point comparison sort
Syriac_90_CI_AI|Syriac-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Syriac_90_CI_AI_WS|Syriac-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Syriac_90_CI_AI_KS|Syriac-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Syriac_90_CI_AI_KS_WS|Syriac-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Syriac_90_CI_AS|Syriac-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Syriac_90_CI_AS_WS|Syriac-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Syriac_90_CI_AS_KS|Syriac-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Syriac_90_CI_AS_KS_WS|Syriac-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Syriac_90_CS_AI|Syriac-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Syriac_90_CS_AI_WS|Syriac-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Syriac_90_CS_AI_KS|Syriac-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Syriac_90_CS_AI_KS_WS|Syriac-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Syriac_90_CS_AS|Syriac-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Syriac_90_CS_AS_WS|Syriac-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Syriac_90_CS_AS_KS|Syriac-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Syriac_90_CS_AS_KS_WS|Syriac-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Syriac_90_CI_AI_SC|Syriac-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_90_CI_AI_WS_SC|Syriac-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Syriac_90_CI_AI_KS_SC|Syriac-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_90_CI_AI_KS_WS_SC|Syriac-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_90_CI_AS_SC|Syriac-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_90_CI_AS_WS_SC|Syriac-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Syriac_90_CI_AS_KS_SC|Syriac-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_90_CI_AS_KS_WS_SC|Syriac-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_90_CS_AI_SC|Syriac-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_90_CS_AI_WS_SC|Syriac-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Syriac_90_CS_AI_KS_SC|Syriac-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_90_CS_AI_KS_WS_SC|Syriac-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_90_CS_AS_SC|Syriac-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_90_CS_AS_WS_SC|Syriac-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Syriac_90_CS_AS_KS_SC|Syriac-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_90_CS_AS_KS_WS_SC|Syriac-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_100_BIN|Syriac-100, binary sort
Syriac_100_BIN2|Syriac-100, binary code point comparison sort
Syriac_100_CI_AI|Syriac-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Syriac_100_CI_AI_WS|Syriac-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Syriac_100_CI_AI_KS|Syriac-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Syriac_100_CI_AI_KS_WS|Syriac-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Syriac_100_CI_AS|Syriac-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Syriac_100_CI_AS_WS|Syriac-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Syriac_100_CI_AS_KS|Syriac-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Syriac_100_CI_AS_KS_WS|Syriac-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Syriac_100_CS_AI|Syriac-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Syriac_100_CS_AI_WS|Syriac-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Syriac_100_CS_AI_KS|Syriac-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Syriac_100_CS_AI_KS_WS|Syriac-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Syriac_100_CS_AS|Syriac-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Syriac_100_CS_AS_WS|Syriac-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Syriac_100_CS_AS_KS|Syriac-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Syriac_100_CS_AS_KS_WS|Syriac-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Syriac_100_CI_AI_SC|Syriac-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_100_CI_AI_WS_SC|Syriac-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Syriac_100_CI_AI_KS_SC|Syriac-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_100_CI_AI_KS_WS_SC|Syriac-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_100_CI_AS_SC|Syriac-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_100_CI_AS_WS_SC|Syriac-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Syriac_100_CI_AS_KS_SC|Syriac-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_100_CI_AS_KS_WS_SC|Syriac-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_100_CS_AI_SC|Syriac-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_100_CS_AI_WS_SC|Syriac-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
